,M box
282,26.539211521912257
283,24.738761128361467
284,9.934021367868956
285,47.53841817727808
286,33.14829467580131
287,48.22183033748853
288,8.415711811050974
289,18.23134479929074
290,25.98909093697248
291,37.661459777588895
292,0.2510835551223911
293,8.421940997437957
294,7.179040419159196
295,43.13832438260233
296,10.575123455476847
297,16.906243187184597
298,35.687689335710274
299,20.10297883358856
300,44.48933090251021
301,43.78567003374736
302,48.86209889066482
303,17.980548932284535
304,15.881409176806896
305,8.986973876666601
306,41.74359427227208
307,36.036258886868545
308,37.07541368098699
309,7.490624859218893
310,34.338549943803386
311,47.562052141334405
312,36.071776917871986
313,2.0188654829976698
314,27.173084849698057
315,21.633602141454016
316,47.786690302918366
317,46.815807076248326
318,18.521462663631514
319,5.33372474134848
320,37.702164430747764
321,24.399490200416036
322,10.687128239223219
323,25.386165818028545
324,32.307916225215344
325,12.197920310501047
326,4.722314913044895
327,10.641274182066889
328,7.73276625113045
329,43.50783292529274
330,7.884866639481259
331,33.77981402540119
332,33.894801678796526
333,43.90089367313862
334,29.98447922348414
335,28.301095043647972
336,41.97764503544803
337,27.99063264440772
338,12.396509712234145
339,0.1516328782923804
340,37.69221615427223
341,30.027854001905784
342,19.01790123356677
343,46.82565618195279
344,2.005244205470794
345,29.64008116895745
346,25.70165420383597
347,21.048552981753986
348,30.246005894816708
349,15.139412728151346
350,31.529540306421154
351,30.658139180218516
352,21.905247456274388
353,30.484019475003883
354,0.7676352183894013
355,36.979033596001294
356,1.8669043309794175
357,31.620715964814785
358,20.727884810596
359,48.08851867754378
360,44.56139046746742
361,44.65367076687921
362,3.7145659499538652
363,24.80370424133237
364,1.9500907075575118
365,13.174684934360485
366,42.496173742318284
367,19.255141201993155
368,40.241435976409896
369,1.8507177179830276
370,3.8826113001980778
371,30.130056999499857
372,30.473831327620776
373,11.968683777978978
374,22.237856071438863
375,11.366856319070537
376,34.8706976429945
377,41.02508346916735
378,38.56869446796356
379,30.25030435756112
380,38.85955555632976
381,21.00138275914607
382,40.124898394488184
383,19.390187687489266
384,4.749038238765005
385,40.16323185125515
386,23.628898718271714
387,24.922078524269182
388,18.837094081509424
389,43.398133582946556
390,31.582429467997343
391,42.17267346032776
392,45.54536585654633
393,2.578999022564297
394,23.08804352892479
395,31.303402436614924
396,31.371951275902003
397,46.310390615721836
398,25.507835671348264
399,3.4148488192901953
400,39.666601858331056
401,47.79421730598853
402,41.40518768613011
403,30.80304814881033
404,27.091510218738353
405,44.54500751968595
406,13.928623653915325
407,35.149159731022436
408,3.065860869891767
409,1.5891777454906058
410,11.412994722967802
411,35.22376313220226
412,0.45157869346184787
413,24.81841712164347
414,40.869499296209256
415,25.03371888315301
416,28.256093138385545
417,34.89107865298783
418,38.34828546106228
419,31.27525746144017
420,24.338769725504513
421,12.97636245642742
422,41.6636139697706
423,31.556294061689048
424,7.197170359613359
425,30.03687491601386
426,33.79977246784603
427,48.0703116593171
428,23.530386034892686
429,28.064412000497413
430,46.62216354054835
431,41.40640359774194
432,48.492607925594605
433,42.95131588041024
434,32.27637796955244
435,8.884020917796683
436,24.489510185342628
437,5.114828790425371
438,19.369591353502784
439,16.607502607572425
440,42.6532850037771
441,25.14169699247414
442,13.363607665790525
443,40.06077723288775
444,6.633313284020909
445,19.91896502089613
446,4.497854429679728
447,45.85810278185801
448,44.0215444226106
449,21.33713140577941
450,18.760887980123904
451,23.137985254910717
452,10.547466610865309
453,13.564300010850694
454,7.480069920298139
455,5.627393244246187
456,7.022930465394165
457,35.443552995556956
458,21.309933832821976
459,23.644106844891095
460,29.746451751692934
461,23.889269056559566
462,4.803802144495329
463,1.7450882755289472
464,29.55423194087052
465,28.530675283734762
466,3.9240494225033924
467,38.86962832477803
468,11.162101899388214
469,18.406466164185428
470,25.3696621088209
471,12.547438257417765
472,47.39548917140351
473,37.679838395513286
474,49.39161869989599
475,10.113273034922793
476,26.63301287420906
477,24.867456880322543
478,19.22083739976938
479,24.357248529862073
480,9.969524535774756
481,25.205615731447086
482,7.818266073182229
483,25.81894172408676
484,36.56030219390812
485,23.511516796715966
486,2.2434088446792018
487,1.7307598597414715
488,9.486746981568366
489,41.23880876425146
490,2.6328272176846435
491,7.520156318658379
492,5.713284698207104
493,30.950011994808836
494,6.172646007937984
495,37.11476884512785
496,36.70039870193161
497,22.188629778492444
498,5.239348828621521
499,38.54029826982496
500,40.25732312323315
501,44.22265026328175
502,24.205738992564818
503,42.511645978619214
504,15.336751604006034
505,15.463689605704888
506,41.36703400052848
507,33.4789351757476
508,35.42859630436754
509,48.35370587844423
510,35.428135294901516
511,40.79153946958222
512,46.005740696157915
513,34.426783184973985
514,29.036009230562396
515,39.14321593398139
516,31.476651205511583
517,8.966135068816865
518,29.85291568350569
519,3.8536916315675773
520,6.441945892870422
521,39.96936323583892
522,27.331019582888977
523,28.504011371904163
524,3.444591228871981
525,45.36535073728446
526,44.23726289833938
527,45.608269034436056
528,1.1374252215196063
529,20.218254712094872
530,0.7716895205765537
531,17.94426108620482
532,1.948812579891353
533,1.7678635116796053
534,8.525348022208831
535,21.650389589282753
536,4.065459446073126
537,44.607723203988854
538,9.706349943625128
539,3.256367450394001
540,29.7620280950058
541,36.059296929804354
542,37.31646739298311
543,37.49564254442995
544,45.923164014757184
545,28.591232591705186
546,27.343245054990476
547,2.3934249884459775
548,8.169611091410141
549,30.835108883794337
550,23.166681610148373
551,4.394473906514761
552,4.5815240857681365
553,36.63845101637076
554,4.80803511834786
555,27.126956681989526
556,26.346716132921088
557,16.823907251305485
558,25.288628605570615
559,38.84230345574734
560,27.774528664177065
561,48.08583452056302
562,7.291552434850566
563,6.208643354224294
564,47.56916062929724
565,38.44569473171683
566,6.496681945455244
567,7.0332015916521
568,7.538866004617656
569,16.218133074722925
570,19.403598485429047
571,44.22777012660891
572,48.791711150439276
573,27.135170599373723
574,22.850804994283294
575,12.510182304297505
576,18.90031134202126
577,16.614659737652822
578,44.93055504952395
579,14.58057287836285
580,12.149376589945982
581,12.722313496223025
582,26.79228590343065
583,35.82460611368709
584,27.246193473971733
585,9.473149348254616
586,43.43759183107146
587,11.934780623991802
588,23.7271740948422
589,4.330764575113775
590,49.45985510120494
591,47.631343745301834
592,16.12704308159085
593,41.609424289330214
594,46.712544491148066
595,5.819394820530976
596,2.599654936371084
597,1.2919391968001235
598,25.54568446714319
599,15.61291662279704
600,13.255923591819757
601,27.140781219365994
602,14.98236573843068
603,14.109520157505216
604,49.403769738099086
605,36.83358766602301
606,33.51483159304746
607,11.51189452034811
608,16.867458174108062
609,29.980303237728887
610,19.724110567880043
611,5.409310241215472
612,1.7671138779906579
613,33.48962367896886
614,31.15928943561687
615,47.2735095041813
616,24.64835462978983
617,21.32720427888616
618,31.789345313067045
619,47.50173309272127
620,4.868944681395089
621,49.0635461693853
622,18.925297793009605
623,13.373238909119328
624,18.92195550031079
625,4.4107582065393
626,10.884907729198217
627,5.564366128591142
628,17.115786032065603
629,41.69884117450723
630,30.973854035841036
631,2.007036137170444
632,16.48636102150579
633,24.43483656688456
634,26.805078979759305
635,28.5331640128613
636,12.636940641522338
637,10.072218249849202
638,15.157818876733513
639,30.682767814663148
640,5.364362742409365
641,31.152947620591267
642,38.210541322814564
643,44.04733213021707
644,44.830501486070546
645,44.58375504613596
646,31.13066139513529
647,20.571651733135894
648,39.006717964298
649,27.316607245541906
650,30.32133688624503
651,10.199491279263269
652,3.922571692097924
653,17.36392339177677
654,13.570854591065983
655,38.981747131190396
656,8.625538348572142
657,46.731280921260755
658,47.766532808807334
659,35.772165773907325
660,16.341221217615654
661,14.149868619636864
662,0.10904589757444769
663,23.87624117343243
664,4.312368924842991
665,33.13666173097369
666,28.53150136857549
667,13.323693516735027
668,7.69953799240823
669,20.957231046914018
670,9.32122631548494
671,10.02215625216882
672,4.76624519556868
673,8.486236566303326
674,45.311725415470384
675,49.39276616258641
676,11.961971854487855
677,14.332016230105866
678,18.579448611088768
679,3.7180847528895287
680,44.958045713207866
681,1.409766127870939
682,21.31779263899917
683,45.27991976312134
684,49.26681164558179
685,30.81925788838507
686,28.12121149430029
687,41.72991781917751
688,48.181662245824775
689,15.771284663347135
690,36.04184115361041
691,26.67895118105063
692,36.028051793765265
693,2.630512431226666
694,21.592793902659942
695,8.1716423980308
696,40.36238102420362
697,35.642129959270804
698,31.884254682485746
699,41.89909492254376
700,27.112995085985307
701,24.207897679996297
702,12.84283465907233
703,46.78158594552737
704,12.540158012101255
705,19.58518161549157
706,2.0109365311177223
707,24.12588534533489
708,29.489306952966423
709,16.733427827908496
710,37.22711963299343
711,28.510086325645034
712,35.65462326999876
713,42.29409714556871
714,33.03264904128569
715,31.031136611092183
716,35.000646114138604
717,42.37802080899307
718,19.600960876621848
719,35.21490761241738
720,6.553460025118953
721,34.589882290639714
722,3.603168924869438
723,32.61408662919531
724,36.72098803887934
725,6.960003697958073
726,41.552452822273835
727,25.826257853508213
728,43.74144651840226
729,39.0218161928914
730,46.50460881499285
731,21.05622920721469
732,0.5142162366808953
733,36.35759208622555
734,38.15529953004728
735,4.741364767774948
736,49.421100172362024
737,44.5839856280692
738,5.316572600069573
739,8.113096046883536
740,17.223945001241862
741,5.2188286214686554
742,43.288928009475384
743,9.690224878944294
744,35.38093553312991
745,35.16896415968973
746,32.346007913825254
747,7.300097744904787
748,28.714614152155946
749,37.88210792243783
750,12.268345599735333
751,12.195635871119599
752,4.3251889685403935
753,19.992386115557384
754,5.358498395343393
755,19.213596203545762
756,2.2009004442515114
757,26.82079154528492
758,32.6947945086061
759,27.702215506417502
760,2.123218457249042
761,8.308878053106302
762,24.647667268811897
763,48.466514303346734
764,19.754239824985813
765,39.00821907505237
766,31.381628436200927
767,42.16831705106902
768,1.0411301057173599
769,30.004682747395524
770,15.443367925295291
771,37.89944796439729
772,14.57569934101229
773,43.81360492518801
774,32.8305248611955
775,33.11705269052894
776,35.259870069581595
777,1.7071393353189175
778,39.840719546461415
779,26.092720239809697
780,4.766453327988568
781,23.11460553519073
782,6.124832087832004
783,41.522029501158606
784,22.94932708870676
785,9.658439635381928
786,45.57031488827808
787,10.31653701145989
788,8.271021360464347
789,49.35053921593611
790,25.325976325341966
791,32.249450611206264
792,47.27969848417829
793,30.86695106631917
794,37.58856322397177
795,33.700796401127896
796,11.049571515670067
797,37.34451423999778
798,1.5386203865003123
799,36.31084885920488
800,2.9697653857629986
801,11.71061447194803
802,30.751406464533055
803,14.90539250794319
804,38.94801724377846
805,21.103029834274967
806,22.939673611942208
807,4.823554564383689
808,38.4026629667589
809,17.549740534793077
810,18.805063783368084
811,39.35019389558055
812,23.71135040911493
813,16.28169009643587
814,18.714426957866696
815,39.74351041771947
816,39.90951964389336
817,45.56946974063325
818,9.596059636862412
819,18.22390991950537
820,0.30895860037957756
821,48.4850486496282
822,13.826003004151366
823,47.45356472358274
824,42.13641407530071
825,0.772302539855654
826,33.37469258228353
827,36.53268388330093
828,11.122128783299699
829,27.023897726471546
830,31.680107173015216
831,9.225194035929029
832,16.61826357302994
833,44.34832121661279
834,16.006935777718542
835,49.58889805613013
836,26.262249633880742
837,12.765238427447903
838,19.547803562370834
839,28.53722874395
840,31.697741342589367
841,29.852446752692522
842,9.827663665309752
843,25.846476000841207
844,49.242820955485996
845,31.653286379470142
846,29.704729607275667
847,22.764603079858762
848,49.132271163158535
849,34.8994848404047
850,27.609273217460675
851,43.39300026275829
852,3.076296485148215
853,14.094129314124606
854,25.431593062743246
855,34.470486615406294
856,1.3397231216489447
857,24.44144315403976
858,46.851235735989874
859,22.045111660799897
860,36.319963999388136
861,34.344048415291624
862,1.7353838569542965
863,6.171563778623305
864,46.99465233390658
865,24.11160372614105
866,46.30062669998809
867,37.089605747500215
868,46.74772363466957
869,46.64265504905728
870,36.46227235485927
871,1.1553382506371694
872,21.631588234917007
873,38.79175106413295
874,1.1444862152152704
875,38.13350691226337
876,44.433440813946895
877,44.059505116319
878,11.207832025501363
879,4.287164521424604
880,36.580439743014026
881,25.973623308647017
882,27.73746829223463
883,44.83261103387851
884,37.41326478359071
885,46.84948608899034
886,14.760926599539161
887,45.132627423401956
888,26.17252180632663
889,15.399162872709987
890,38.34316581505351
891,13.804356537134144
892,38.68804571255145
893,14.019658060964836
894,13.953275577037463
895,44.501125393064115
896,19.257827867363005
897,10.660928697026414
898,4.077874881841802
899,25.681845625782486
900,27.510676440532965
901,45.643591456310524
902,25.31810235128763
903,8.086072317935662
904,14.440622172890583
905,32.64056691017743
906,1.835223590450678
907,12.33045122019429
908,1.7332648559303587
909,30.86808903915672
910,46.13941209163176
911,21.27183159238297
912,36.92056686138547
913,25.375146729952547
914,3.8009863473938093
915,2.116291477978118
916,46.063183870927396
917,32.84363252076792
918,2.9375647542499634
919,9.16277875922201
920,45.887609608574245
921,24.8753240947069
922,7.4874064284566675
923,19.81536711602342
924,39.35122555778234
925,37.26494149502399
926,3.9237116099828286
927,30.49604925090174
928,29.751318143209915
929,18.105735543610855
930,22.619124659014012
931,4.170922829954938
932,39.7448090896909
933,32.61138870283179
934,7.226122939806863
935,24.363003887581392
936,2.3651623358971383
937,0.44800964159049295
938,34.936968638512525
939,2.5779985879067464
940,19.979101166182055
941,39.43765224807285
942,15.643078559148668
943,48.691658058417175
944,17.31889653257887
945,40.942234029037095
946,23.49645337540616
947,15.27453112898718
948,22.68976108581498
949,10.974781866299457
950,12.618845871548228
951,40.71436430938697
952,4.545820416385405
953,9.379564127677117
954,10.410806655811465
955,10.908303970322068
956,28.31847292269557
957,27.351035141367397
958,14.716661684880739
959,7.068934118349276
960,35.190508672092456
961,48.775991050734774
962,19.41136588331067
963,31.174651788561498
964,28.154518899103383
965,13.905094702064916
966,20.661456576856544
967,2.793153979486115
968,21.595163363652524
969,22.597552008086293
970,16.307222673888393
971,27.020921009823756
972,40.5446128925061
973,5.545490156471912
974,24.79887275881984
975,20.01431211938044
976,41.19920613230726
977,41.107968879442446
978,16.374763326670116
979,14.572373454740355
980,31.37743789916719
981,18.844030489075156
982,35.625966368538855
983,27.47259706483116
984,14.650905610264243
985,31.231298645649012
986,26.107293024322274
987,19.71623430616641
988,24.56965115618432
989,22.79587294763308
990,45.89927381551049
991,5.066969239330585
992,3.324747955696834
993,6.209857948406864
994,45.91429996269944
995,22.82082397164412
996,6.543317654170654
997,23.992926038520096
998,12.893969677568855
999,48.2432467953288
1000,16.180999579213978
1001,42.85886902843075
1002,26.624172600398186
1003,24.71953775890977
1004,22.52580751913361
1005,5.636941146740921
1006,40.84847477550171
1007,23.75454608086737
1008,7.645013757133111
1009,2.0815138033981526
1010,5.751795360764503
1011,49.33288665519997
1012,45.62630586553463
1013,29.36298272956931
1014,42.06887839916342
1015,10.458456657143834
1016,2.4830477423877673
1017,13.220911491258311
1018,1.9650026658023605
1019,13.040044337998246
1020,26.298342860937435
1021,34.601109908030814
1022,39.90772389472461
1023,1.4725710241976708
1024,40.2947818091652
1025,35.59917739627755
1026,7.4151206575101485
1027,45.66145529033882
1028,29.440971507050474
1029,37.21452943051202
1030,27.407269206996546
1031,38.23146730898889
1032,39.62462655788612
1033,11.604368968112349
1034,0.6402532942841773
1035,36.58695547521255
1036,35.50374701983748
1037,40.21348833067237
1038,3.2554067771857977
1039,4.724528830351366
1040,31.913890134885417
1041,32.46905886438606
1042,41.194989225406516
1043,13.578508718793161
1044,20.954855566762593
1045,25.570838740851304
1046,24.948816775167174
1047,32.938910327765136
1048,26.755899510082294
1049,29.695702465148667
1050,21.7939252199531
1051,32.64163399658682
1052,46.682839862522776
1053,28.268056872119402
1054,14.204397812168066
1055,35.06642109724388
1056,12.840624239070035
1057,28.018813581071864
1058,6.499776544641898
1059,19.459589693737932
1060,24.811651794035935
1061,18.092273782885115
1062,19.853019262599826
1063,12.616932138843504
1064,12.896436701263104
1065,11.608431304905348
1066,34.449884077991676
1067,18.624855080114937
1068,25.79925236953934
1069,29.639566639428697
1070,31.540204453693377
1071,1.4531779657033739
1072,31.838417226678683
1073,49.85947231078419
1074,40.452344582275494
1075,18.239015130928966
1076,3.1866527715616453
1077,34.24175737997908
1078,8.625573632918385
1079,16.458295040780293
1080,19.19861479222814
1081,8.642650007357124
1082,30.13708533083439
1083,32.25996396418286
1084,30.666428339792713
1085,33.146361245934244
1086,21.713173595502685
1087,47.40739467125639
1088,38.9464872549924
1089,8.529343513026266
1090,33.972406199520385
1091,39.91496151356407
1092,11.20816638989814
1093,46.09499082575892
1094,5.4632510282741436
1095,13.287915031115961
1096,23.496104047454185
1097,18.706301038059976
1098,36.72947230379217
1099,12.308284840960102
1100,11.4432658070947
1101,37.35415800004521
1102,12.287096929773128
1103,3.262828159828551
1104,36.71582956531564
1105,45.427696089608645
1106,31.596753437172666
1107,42.520966801836586
1108,23.983560823078335
1109,36.394118455727266
1110,11.802828259984077
1111,13.853380502173204
1112,4.358925954916918
1113,45.09063945121709
1114,9.026871027012298
1115,27.65438199823866
1116,40.182977989948064
1117,39.37092722772874
1118,21.867975289734193
1119,24.974754680386315
1120,49.4851365044276
1121,11.624143529922693
1122,10.400910397627996
1123,17.14442986005107
1124,3.7438895932428657
1125,39.00753891211649
1126,18.97387362744672
1127,20.449762115895243
1128,26.648723657774333
1129,27.00733718147633
1130,12.35390296767809
1131,38.33925840970692
1132,26.895742513121295
1133,27.87978911042263
1134,36.49066636108567
1135,44.24283532343435
1136,0.5168308303050152
1137,47.58735809460498
1138,22.482256753712893
1139,30.561100309501523
1140,28.141762547642884
1141,35.52916945128933
1142,21.49374941918018
1143,20.452510706462427
1144,15.013304403357107
1145,6.193710405744592
1146,9.845160220093573
1147,11.110364720487553
1148,18.89567583185535
1149,35.74441407766666
1150,2.0056927457724285
1151,24.92869214749013
1152,13.909572160986464
1153,5.145954243370308
1154,15.720554505981974
1155,3.8805613936278704
1156,42.454061554969954
1157,18.332719765535167
1158,35.48615977119701
1159,25.213365625970926
1160,32.6871837812912
1161,41.99107507620652
1162,0.7942223967280969
1163,18.40103904747725
1164,24.56343343399551
1165,0.17851441270233034
1166,41.60595529806429
1167,11.505772432771002
1168,31.085991808836642
1169,27.71048321892144
1170,8.755422359506506
1171,17.582640540069956
1172,20.44607087113354
1173,37.64569262744402
1174,20.404783267011958
1175,5.6449504836408355
1176,49.532438810106385
1177,21.195907809518406
1178,34.920573680102095
1179,2.9689272386615584
1180,32.94476049599878
1181,38.47359150163266
1182,6.201801465259944
1183,31.655059591765017
1184,45.7797285131978
1185,24.62243557159857
1186,29.39112582411072
1187,11.017894322210518
1188,12.818982675369288
1189,21.544935107091668
1190,2.1412557740759866
1191,18.840958632828624
1192,48.98121242114548
1193,47.446898156575756
1194,17.87336394779414
1195,8.528205598259712
1196,6.6405790225999075
1197,36.97480404649739
1198,36.68379993791319
1199,3.192368583367896
1200,17.364791752141223
1201,7.276347573744263
1202,16.81626330394663
1203,44.378475197479304
1204,16.91255946194417
1205,34.85697948689371
1206,46.62320659289621
1207,3.4299533886637588
1208,8.441017027941712
1209,25.419038481309006
1210,8.308631489910708
1211,30.28656246008685
1212,13.43110363641443
1213,15.47033355748516
1214,41.91381275763662
1215,29.315737914417188
1216,28.220538410350237
1217,20.18558537750703
1218,35.61805561485127
1219,49.46809147737705
1220,3.0941161668573636
1221,27.47613303171449
1222,12.63206954055751
1223,48.93148372026552
1224,0.2496280436288045
1225,12.526022722176434
1226,25.54809558972254
1227,39.413914112309826
1228,6.487583340595319
1229,47.84113145045446
1230,18.87747765778318
1231,27.482655650609654
1232,20.972495566180417
1233,48.096618487785
1234,19.451017551099007
1235,39.86962319192276
1236,42.33959021327715
1237,2.221100646768468
1238,22.158651751583868
1239,7.115448729684999
1240,24.340284501291194
1241,33.888254274722215
1242,18.0232868966428
1243,24.620669140435947
1244,44.49547533091596
1245,36.26239450547229
1246,29.30532058395219
1247,4.395989534203331
1248,44.48462325896736
1249,47.37133927444069
1250,16.932709561888032
1251,20.0162643188889
1252,49.344037495447516
1253,22.807449380451644
1254,32.75698164392678
1255,16.7279261686542
1256,8.348110555814788
1257,29.838739379444704
1258,35.35951221675834
1259,17.25076818605769
1260,43.47475904833879
1261,48.65782724840547
1262,5.957895056536649
1263,6.620624697303381
1264,18.180754894849258
1265,26.949730496674224
1266,13.042045705636234
1267,31.961198938145465
1268,12.932481117970788
1269,9.502386879969336
1270,20.061534741795512
1271,23.727416237055817
1272,46.93169408042014
1273,13.671300811270218
1274,10.90385769186943
1275,3.399131296844613
1276,12.771435567660971
1277,47.847342362011226
1278,7.466224440682995
1279,49.613862758949914
1280,4.623547251557218
1281,13.478625784036502
1282,20.007573719791722
1283,16.02095239482545
1284,28.47139323178182
1285,0.5656328002559926
1286,46.48559454397192
1287,44.654001119933724
1288,1.2074443498837222
1289,13.418835919602925
1290,47.7148807629369
1291,40.14224264143132
1292,24.29585878428125
1293,20.269206712709092
1294,37.334964217206156
1295,31.362222928395457
1296,8.283903770372108
1297,0.6432996471251726
1298,19.268334740359872
1299,23.21410570817122
1300,45.03745790504918
1301,36.18911005782713
1302,13.9714997200498
1303,21.538382626580255
1304,14.39018291073741
1305,26.140849207726195
1306,41.58090789423435
1307,13.298796815749483
1308,32.93487736605803
1309,12.11935038468133
1310,34.236591463407976
1311,46.289710537796964
1312,21.135045862409854
1313,33.92745491578848
1314,15.663394478682829
1315,13.945920890533564
1316,7.199739755746628
1317,26.911559012683277
1318,16.613458539136484
1319,31.415227603464494
1320,39.10646269320917
1321,1.872767089712935
1322,38.76667958977166
1323,28.66896629639077
1324,36.66464584470809
1325,6.715910370188486
1326,1.8982340027628954
1327,38.5638255166989
1328,21.648424124099492
1329,19.849878055139126
1330,49.76066753406427
1331,39.066312679378804
1332,3.6461152151702465
1333,34.00423209565422
1334,49.18991289533821
1335,6.080152146287779
1336,46.64063310145399
1337,8.68007221692496
1338,40.19829121717935
1339,8.208218312358769
1340,30.018598782253715
1341,16.113662504436633
1342,6.218302454409045
1343,23.718296077902277
1344,46.755355234998014
1345,41.084258393801726
1346,17.10620615136232
1347,32.56149418095507
1348,35.14582246975739
1349,32.14615892030697
1350,7.307674222652791
1351,26.99207150469837
1352,3.348161510401955
1353,45.081044924555904
1354,20.981680299427143
